FacilityName,FacilityType,LicenseNumber,Licensee_name,LocationAddress,LocationCity,LocationState,LocationZipCode,LocationCounty,MailAddress,MailState,MailZipCode,TelephoneNmbr,FaxNmbr,LicensedBedCount,Source_DSHS_Data,hsystem_contract,contact_person,contact_person_title,num_employees,num_resident,facility_email,cellphone_number,total_afh_same_management,region
ABOVE AND BEYOND ADULT FAMILY HOME,AF,752105,This variable does not exist for Adult Family Homes,9612A S 194TH ST,RENTON,WA,98055,King,9612A S 194TH ST,WA,98055,(253) 981-4223,,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,MARIAN ALI,Resident Manager,2,4,NA,NA,1,3
ABOVE WOODINVILLE ADULT FAMILY HOME,AF,751935,This variable does not exist for Adult Family Homes,14906 NE Woodinville Duvall Rd,WOODINVILLE,WA,98072,King,16011 148th Ave NE,WA,98072,(425) 485-1051,(425) 485-1051,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Dawn Ulland,Resident Manager,2,6,NA,(206)714-9564 (Mobile),1,1
ABSOLUTE LOVE AND CARE ADULT FAMILY HOME LLC,AF,752777,This variable does not exist for Adult Family Homes,11903 SE 206TH ST,KENT,WA,98031,King,11903 SE 206TH ST,WA,98031,(253) 314-1333,(253) 638-1448,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Elvira Romarniuc,Resident Manager,3,5,absoluteloveandcare@yahoo.com,(206)734-1164 (Mobile),1,3
ABSOLUTE TENDER CARE LLC,AF,751759,This variable does not exist for Adult Family Homes,843 HILLTOP AVE,KENT,WA,98031,King,843 HILLTOP AVE,WA,98031,(253) 236-5815,(253) 236-5820,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,MARIA TESCAR,Resident Manager,4,3,NA,(425)533-6200 (Mobile),1,3
Abundance Care Adult Family Home LLC,AF,754140,This variable does not exist for Adult Family Homes,22645 28th Ave S,Des Moines,WA,98198,King,22645 28th Ave S,WA,98198,(206) 249-8614,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Eunice Mathu,Resident Manager,0,0,mondothie@yahoo.com,(206)679-9128 (Mobile),1,3
ABUNDANCE LOVE,AF,750852,This variable does not exist for Adult Family Homes,12819 NE 94TH ST,KIRKLAND,WA,98033,King,12819 NE 94TH ST,WA,98033,(425) 822-3869,(425) 822-9739,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Angela Semerjiants,Resident Manager,4,5,NA,(206)351-2578 (Mobile),1,2
Abundant Care Adult Family Home LLC,AF,754141,This variable does not exist for Adult Family Homes,13205 SE 189th Pl,Renton,WA,98058,King,13205 SE 189th Pl,WA,98058,(425) 226-6574,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Sara Tesfagiorgis,Resident Manager,3,4,tsegay79@yahoo.com,(206)335-9931 (Mobile),1,3
ABUNDANT LIFE ELDERLY CARE INC,AF,752059,This variable does not exist for Adult Family Homes,1906 172ND AVE NE,BELLEVUE,WA,98008,King,1906 172ND AVE NE,WA,98008,(425) 641-5036,(425) 641-5036,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,MONICA CARP,Resident Manager,2,4,NA,(425)894-6927 (Mobile),1,2
Acacia AFH LLC,AF,754052,This variable does not exist for Adult Family Homes,31601 42nd Ave SW,Federal Way,WA,98023,King,31601 42nd Ave SW,WA,98023,(253) 517-8110,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Christine Kinyua,Resident Manager,2,4,acaciaafh@gmail.com,(253)397-9379 (Mobile),1,3
"Acclaimed Care AFH, LLC",AF,753976,This variable does not exist for Adult Family Homes,34122 28th Ave SW,Federal Way,WA,98023,King,34122 28th Ave SW,WA,98023,(253) 545-1750,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Robert Mason,Resident Manager,2,6,renbynez3@gmail.com,(253)350-3104 (Mobile),1,3
Ace Care,AF,752951,This variable does not exist for Adult Family Homes,2422 Meadow Ave N,Renton,WA,98056,King,2422 Meadow Ave N,WA,98056,(206) 355-7440,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,ERONIM MOLDOVAN,Resident Manager,1,6,acecareafh@gmail.com,NA,1,3
Ace Senior Care Home,AF,754037,This variable does not exist for Adult Family Homes,6432 NE 188th St,Kenmore,WA,98028,King,6432 NE 188th St,WA,98028,(425) 408-1865,,4,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Zena Biru,Resident Manager,3,3,AceSeniorCareHome@gmail.com,(206)405-0044 (Mobile),1,1
Acecare AFH,AF,752895,This variable does not exist for Adult Family Homes,1815 S 290th St,Federal Way,WA,98003,King,1815 S 290th St,WA,98003,(253) 839-7344,(253) 839-7344,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Kye Yoon,Resident Manager,3,5,NA,(253)254-1689 (Mobile),1,3
Acts AFH,AF,754314,This variable does not exist for Adult Family Homes,28604 26th Ave S,Federal Way,WA,98003,King,28604 26th Ave S,WA,98003,,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Nancy Maina,Resident Manager,3,5,nancymaina407@ymail.com,(425)791-1542 (Mobile),1,3
Acts AFH B,AF,754403,This variable does not exist for Adult Family Homes,1330 S 293rd Pl,Federal Way,WA,98003,King,1330 S 293rd Pl,WA,98003,,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Joan Maina,Resident Manager,0,0,Nancymaina407@ymail.com,(425)791-1542 (Mobile),1,3
Adel Home Care LLC,AF,754421,This variable does not exist for Adult Family Homes,1654 South 246th Pl,Des Moines,WA,98198,King,1654 South 246th Pl,WA,98198,(206) 592-6399,,4,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Adrienne Laguerre,Resident Manager,1,0,Adeladultfh@gmail.com,(206)856-0729 (Mobile),1,3
Adelina Home Care LLC,AF,754437,This variable does not exist for Adult Family Homes,37526 51ST AVE S,AUBURN,WA,98001,King,37526 51ST AVE S,WA,98001,(253) 833-7876,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Constantin Craciun,Resident Manager,4,4,Adelinahomecare@hotmail.com,(206)376-1079 (Mobile),1,3
Adonis Adult Family Home LLC,AF,753988,This variable does not exist for Adult Family Homes,28211 28th Ave S,Federal Way,WA,98003,King,28211 28th Ave S,WA,98003,(206) 245-3428,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Elisabeth Shegen,Resident Manager,4,5,eshegen77@gmail.com,(206)245-3428 (Mobile),1,3
ADULT CUSTOM CARE AFH INC,AF,751962,This variable does not exist for Adult Family Homes,6325 32ND AVE S,SEATTLE,WA,98118,King,6325 32ND AVE S,WA,98118,(206) 722-1141,(206) 722-1141,4,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Teresita Bautista,Resident Manager,1,2,NA,(206)795-0785 (Mobile),1,4
Advanced Care Adult Family Home LLC,AF,753282,This variable does not exist for Adult Family Homes,2514 NE 23rd Pl,Renton,WA,98056,King,2514 NE 23rd Pl,WA,98056,(206) 637-9482,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Jenifer Nebrida,Resident Manager,3,3,advancedcareafh@gmail.com,(206)637-9482 (Mobile),1,3
Advanced Senior Care LLC,AF,753960,This variable does not exist for Adult Family Homes,12558 22nd Avenue NE,SEATTLE,WA,98125,King,12558 22nd Avenue NE,WA,98125,(206) 367-0646,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Tekleab Kahsay,Resident Manager,3,6,fnotemercy@gmail.com,(206)565-4434 (Mobile),1,4
Adykam Adult Family Home LLC,AF,753392,This variable does not exist for Adult Family Homes,31720 7th Ave S,Federal Way,WA,98003,King,31720 7th Ave S,WA,98003,(206) 592-2455,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Anne Maina,Resident Manager,2,5,annndua@gmail.com,(206)639-1020 (Mobile),1,3
Aegis Adult Family Home LLC,AF,753856,This variable does not exist for Adult Family Homes,10711 SE 236th Pl,Kent,WA,98031,King,1135 S 36th St,WA,98055,(206) 239-8825,,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Carol Magno,Resident Manager,4,5,obetcarol22@gmail.com,(206)779-6699 (Mobile),1,3
AF Residential Care LLC,AF,753888,This variable does not exist for Adult Family Homes,3600 NE 8TH ST,RENTON,WA,98056,King,3600 NE 8TH ST,WA,98056,(425) 271-9738,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Djoha Munezero,Resident Manager,2,4,afresidentialcare@yahoo.com,(425)749-0166 (Mobile),1,3
AFFABLE CARING ADULT FAMILY HOME LLC,AF,752276,This variable does not exist for Adult Family Homes,20049 104TH PL SE,KENT,WA,98031,King,20049 104TH PL SE,WA,98031,(253) 520-4799,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Alimamy Kamara,Resident Manager,5,6,greatclass4u@gmail.com,(206)512-6950 (Mobile),1,3
AFH ALL SENIOR CARE LLC,AF,752940,This variable does not exist for Adult Family Homes,2337 TALBOT CREST DR S,RENTON,WA,98055,King,2337 TALBOT CREST DR S,WA,98055,(425) 524-4185,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Abigail Callentano,Resident Manager,4,5,daniela@afhmanagement.com,(206)769-0603 (Mobile),1,3
AFH For Seniors LLC,AF,754145,This variable does not exist for Adult Family Homes,14413 113th Place NE,Kirkland,WA,98034,King,14413 113th Place NE,WA,98034,(425) 402-9407,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Valentina Estrada,Resident Manager,2,5,sunset546val@yahoo.com,(206)550-2650 (Mobile),1,2
Agape Care LLC,AF,753909,This variable does not exist for Adult Family Homes,4009 NE 10th St,Renton,WA,98056,King,4009 NE 10th St,WA,98056,(425) 793-6009,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Tsend-Ayush Bayanmunkh,Resident Manager,No response,No response,agapecare18@gmail.com,(206)992-6643 (Mobile),1,3
"Agape Senior Garden, LLC",AF,754470,This variable does not exist for Adult Family Homes,2635 SW 335TH CT,FEDERAL WAY,WA,98023,King,2635 SW 335TH CT,WA,98023,(253) 838-6468,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Hong Zhu,Resident Manager,No response,No response,trees88888@yahoo.com,(206)660-1368 (Mobile),1,3
Aimcare AFH LLC,AF,753236,This variable does not exist for Adult Family Homes,10927 156th Pl NE,Redmond,WA,98052,King,10927 156th Pl NE,WA,98052,(425) 628-2805,(425) 628-2805,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Madelyn Acoba,Resident Manager,3,4,madelyn.acoba@outlook.com,(425)892-0816 (Mobile),1,2
Ajey's Adult Family Home LLC,AF,754420,This variable does not exist for Adult Family Homes,22204 123rd Place SE,Kent,WA,98031,King,32278 48th Ct S,WA,98001,(253) 236-8552,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Stephen Onyambu,Resident Manager,No response,No response,Steveo_76@icloud.com,(253)266-8689 (Mobile),1,3
Akash Adult Family Home LLC,AF,753844,This variable does not exist for Adult Family Homes,25950 130th Pl SE,Kent,WA,98030,King,25950 130th Pl SE,WA,98030,(253) 246-8927,,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Indra Oli,Resident Manager,3,4,Akashafh@yahoo.com,(206)478-0828 (Mobile),1,3
ALGREEN HOUSE AFH,AF,750784,This variable does not exist for Adult Family Homes,30612 11TH AVE S,FEDERAL WAY,WA,98003,King,30612 11TH AVE S,WA,98003,(253) 941-2400,(253) 322-3394,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,DAE KIM,Provider,6,5,NA,NA,1,3
ALIANAS HOME CARE,AF,750729,This variable does not exist for Adult Family Homes,2152 NORTH 193RD ST,SHORELINE,WA,98133,King,2152 NORTH 193RD ST,WA,98133,(206) 535-8154,,4,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,ALIANA CANDARI,Provider,3,3,NA,(206)412-7171 (Mobile),1,1
ALKI ADULT FAMILY HOME LLC,AF,752225,This variable does not exist for Adult Family Homes,2603 BELVIDERE AVE SW,SEATTLE,WA,98116,King,2603 BELVIDERE AVE SW,WA,98116,(206) 938-6378,(206) 708-6220,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,CLAUDIA GOCAN,Resident Manager,3,2,NA,(206)819-6214 (Mobile),1,4
ALL ABOUT SENIORS AFH,AF,751228,This variable does not exist for Adult Family Homes,14028 19TH AVE NE,SEATTLE,WA,98125,King,PO BOX 2566,WA,98083,(206) 402-4741,(425) 481-6615,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,GLORIA QUEZADA GONZALEZ,Resident Manager,3,4,NA,NA,3,4
All About Seniors Three,AF,753203,This variable does not exist for Adult Family Homes,1435 NW 188TH ST,SHORELINE,WA,98177,King,PO Box 2566,WA,98083,(425) 444-2992,(206) 629-5544,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,MICHAEL PETRAGALLO,Resident Manager,4,5,allaboutseniorsafh@comcast.net,(425)444-2992 (Mobile),1,1
ALL ABOUT SENIORS TWO,AF,751753,This variable does not exist for Adult Family Homes,19860 15TH AVE NW,SHORELINE,WA,98177,King,PO BOX 2566,WA,98083,(425) 603-1887,(425) 481-6615,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Anastazia Sambalisi,Resident Manager,4,4,NA,NA,3,1
All Nations Adult Family Home Limited Liability Company,AF,753587,This variable does not exist for Adult Family Homes,3237 SW 325th St,Federal Way,WA,98023,King,3237 SW 325th St,WA,98023,(253) 235-5899,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Josephine Wainaina,Resident Manager,4,5,allnationsafh@gmail.com,(253)329-9409 (Mobile),2,3
All On Board AFH LLC,AF,754005,This variable does not exist for Adult Family Homes,2218 S 134th St ,SeaTac,WA,98168,King,2218 S 134th St ,WA,98168,(206) 898-9962,,3,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Aleczandria Jamerson,Resident Manager,2,1,allonboard15@gmail.com,(206)898-9962 (Mobile),1,3
All Saints Adult Family Home LLC,AF,753207,This variable does not exist for Adult Family Homes,2704 SW 314th St,Federal Way,WA,98023,King,2704 SW 314th St,WA,98023,(206) 335-1351,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Alice Bundi,Resident Manager,3,4,allsaintsafh@gmail.com,(206)335-1351 (Mobile),1,3
All Saints Adult Family Home LLC,AF,754544,This variable does not exist for Adult Family Homes,1413 12th Street NE,Auburn,WA,98002,King,2704 SW 314th Street,WA,98023,,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALL STAR AFH,AF,752371,This variable does not exist for Adult Family Homes,16715 NE 6TH PL,BELLEVUE,WA,98008,King,16715 NE 6TH PL,WA,98008,(425) 818-2012,(425) 615-7163,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,GEORGE MURESAN,Resident Manager,2,6,gmuresan@gmail.com,(425)445-3516 (Mobile),1,2
ALL STAR HOUSE LLC,AF,752609,This variable does not exist for Adult Family Homes,12501 SE 4TH PL,BELLEVUE,WA,98005,King,PO BOX 3285,WA,98009,(425) 443-6576,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Lucy Muresan,Resident Manager,5,5,NA,(425)443-6576 (Mobile),1,2
Allcare Senior Home LLC,AF,754319,This variable does not exist for Adult Family Homes,14012 NE 71ST PL,REDMOND,WA,98052,King,14012 NE 71ST PL,WA,98052,(425) 497-9613,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Adriana Vararu,Resident Manager,3,4,allcareadulthome@gmail.com,(425)289-9716 (Mobile),1,2
ALLIANCE CARE FAMILY HOME INC,AF,678900,This variable does not exist for Adult Family Homes,17217 11TH AVE NE,SHORELINE,WA,98155,King,17217 11TH AVE NE,WA,98155,(206) 363-8212,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Melda Schulz,Representative,3,6,NA,(206)853-4674 (Mobile),1,1
"Alliance Nursing, Inc.",AF,754200,This variable does not exist for Adult Family Homes,18531 61st Pl NE,Kenmore,WA,98028,King,14615 NE N Woodinville Way Ste 108,WA,98072,(425) 483-3303,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Mary Jo George,Resident Manager,26,6,heathern@alliancenursing.com,NA,2,1
"Alliance Nursing, Inc.",AF,754201,This variable does not exist for Adult Family Homes,12929 NE 110th Pl,Kirkland,WA,98033,King,14615 NE N Woodinville Way Ste 108,WA,98072,(425) 483-3303,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Traci McLeod,Resident Manager,26,4,heathern@alliancenursing.com,NA,2,2
Aloha Home Care,AF,753574,This variable does not exist for Adult Family Homes,1346 EAST MAIN STREET,AUBURN,WA,98002,King,15410 SE 272nd St Unit 95,WA,98042,(253) 737-5710,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Mharjurie Magsanoc,Resident Manager,4,6,mdmagsanoc@hotmail.com,(253)929-4064 (Mobile),1,3
Alpha 3 Adult Family Home,AF,753009,This variable does not exist for Adult Family Homes,2032 S 333rd St,Federal Way,WA,98003,King,2622 S. 296th Place,WA,98003,(206) 271-6252,(253) 839-4960,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Francisca Karanja,Provider,4,5,alphahomecare@comcast.net,(206)271-6252 (Mobile),1,3
"Alpha 4 Adult Family Home, LLC",AF,754221,This variable does not exist for Adult Family Homes,31228 8th Avenue S,Federal Way,WA,98003,King,2622 south 296th Pl,WA,98003,(206) 271-6252,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Wilfred Chege,Resident Manager,3,2,alphahomecare@comcast.net,(206)271-6252 (Mobile),2,3
ALPHA ADULT FAMILY HOME,AF,711700,This variable does not exist for Adult Family Homes,31735 8TH AVE S,FEDERAL WAY,WA,98003,King,31735 8TH AVE S,WA,98003,(206) 271-6252,(253) 839-4960,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Francisca Karanja,Provider,3,2,NA,NA,1,3
Alpha Family Services,AF,754116,This variable does not exist for Adult Family Homes,14040 SE 194th St,Renton,WA,98058,King,14040 SE 194th St,WA,98058,(206) 922-2347,,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Victoria Mbugua,Resident Manager,2,4,alphafamilyservices@outlook.com,NA,1,3
Alpha II Adult Family Home,AF,752732,This variable does not exist for Adult Family Homes,30026 13th Avenue South ,Federal Way,WA,98003,King,2622 South 296th Place,WA,98003,(206) 271-6252,(253) 839-4960,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Joseph Kuria,Resident Manager,No response,No response,alphahomecare@comcast.net,(253)632-4921 (Mobile),2,3
"Alpha Senior Care, LLC",AF,754348,This variable does not exist for Adult Family Homes,502 NE 130th St,Seattle,WA,98125,King,502 NE 130th St,WA,98125,(206) 362-3074,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Jane Kihiko,Resident Manager,5,5,Gilbeysmbugua@yahoo.com,(206)407-4995 (Mobile),1,4
Alpine Heritage AFH LLC,AF,754158,This variable does not exist for Adult Family Homes,31224 10th Ave S,Federal Way,WA,98003,King,31224 10th Ave S,WA,98003,(206) 429-5890,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,James Mwanthi,Resident Manager,No response,No response,jamesmwanthi@gmail.com,(205)218-4356 (Mobile),1,3
ALTAN CARE ADULT FAMILY HOME,AF,752758,This variable does not exist for Adult Family Homes,650 FERNDALE COURT NE,RENTON,WA,98056,King,650 FERNDALE COURT NE,WA,98056,(425) 528-2929,(425) 420-2899,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,ALTANTUYA TUDEVDORJ,Resident Manager,No response,No response,NA,(425)971-6012 (Mobile),1,3
ALWAYS WITH LOVE CARE,AF,750562,This variable does not exist for Adult Family Homes,11858 SE 236TH ST,KENT,WA,98031,King,11858 SE 236TH ST,WA,98031,(253) 638-1942,(253) 631-1952,3,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,TABITA DELEAN,Provider,2,1,alwayswithlovecare@yahoo.com,NA,1,3
Am Angels Adult Family Home LLC,AF,753608,This variable does not exist for Adult Family Homes,1436 S 124th St,Seattle,WA,98168,King,1436 S 124th St,WA,98168,(206) 248-4257,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Agnes Murigi,Resident Manager,3,5,scouthistorydha@yahoo.com,(206)335-5205 (Mobile),1,4
AM Residential Care LLC,AF,754247,This variable does not exist for Adult Family Homes,17607 83rd Ave NE,Kenmore,WA,98028,King,17607 83rd Ave NE,WA,98028,(425) 398-3742,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Nadia Nduwimana,Resident Manager,2,0,amresidentialcare@yahoo.com,(425)502-0642 (Mobile),1,1
Amanda's Senior Home Care,AF,753609,This variable does not exist for Adult Family Homes,26817 16th Ave S,Des Moines,WA,98198,King,26817 16th Ave S,WA,98198,(253) 941-3382,,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Amanda Pham,Resident Manager,2,6,amandaskincare70@hotmail.com,(206)694-3348 (Mobile),1,3
AMANI ADULT FAMILY HOME,AF,752410,This variable does not exist for Adult Family Homes,1635 S 264TH PLACE,DES MOINES,WA,98198,King,1635 S 264TH PLACE,WA,98198,(253) 945-6797,(253) 945-6797,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Faith Muranga,Resident Manager,2,4,faithmuranga@yahoo.com,(253)332-4286 (Mobile),1,3
Amani Home,AF,753469,This variable does not exist for Adult Family Homes,2522 156th Ave SE,Bellevue,WA,98007,King,2522 156th Ave SE,WA,98007,(425) 429-3470,,4,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Linda Chombo,Resident Manager,2,2,pretty_jolii@yahoo.com,(206)450-3137 (Mobile),1,2
Amani Palace AFH LLC,AF,753626,This variable does not exist for Adult Family Homes,3536 Hampton Way,Kent,WA,98032,King,3536 Hampton Way,WA,98032,(253) 277-3487,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Elizabeth Mwaura,Resident Manager,5,6,lizzynjokie@gmail.com,(206)552-6423 (Mobile),1,3
Amanuel Adult Family Home LLC,AF,753736,This variable does not exist for Adult Family Homes,22864 27th Ave S,Des Moines,WA,98198,King,22864 27th Ave S,WA,98198,(206) 429-2174,,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Menelik Ayalew,Resident Manager,No response,No response,menelik4kids@gmail.com,(206)734-1764 (Mobile),1,3
AMAZING CARE ADULT FAMILY HOME,AF,752610,This variable does not exist for Adult Family Homes,32318 29TH AVE SW,FEDERAL WAY,WA,98023,King,32318 29TH AVE SW,WA,98023,(253) 203-8118,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Bernard Paul,Resident Manager,3,5,NA,(253)203-8118 (Mobile),1,3
